"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Mobiles/Dragons/Wyrms/ShadowWyrm.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:ShadowWyrm","True","Keep","","","class:ShadowWyrm","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Wyrms/VolcanicDragon.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:VolcanicDragon","True","Keep","","","class:VolcanicDragon","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Wyrms/Wyrm.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:Wyrm","True","Keep","","","class:Wyrm","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Wyrms/Wyrms.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:Wyrms","True","Keep","","","class:Wyrms","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Wyverns/AncientWyvern.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:AncientWyvern","True","Keep","","","class:AncientWyvern","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Wyverns/Wyverns.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:Wyverns","True","Keep","","","class:Wyverns","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Young/BabyDragon.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:BabyDragon","True","Keep","","","class:BabyDragon","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Young/FireWyrmling.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:FireWyrmling","True","Keep","","","class:FireWyrmling","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Dragons/Young/YoungDragon.cs","Mobiles","Persistence","MobileContent","Mobiles:Dragons","Server.Mobiles","class:YoungDragon","True","Keep","","","class:YoungDragon","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/CrystalGoliath.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:CrystalGoliath","True","Keep","","","class:CrystalGoliath","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Efreet.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:Efreet","True","Keep","","","class:Efreet","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/IceColossus.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:IceColossus","True","Keep","","","class:IceColossus","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/MudMan.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:MudMan","True","Keep","","","class:MudMan","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Necromental.cs","Mobiles","GumpUI","Persistence;MobileContent","Mobiles:Elementals","Server.Mobiles","class:Necromental;class:GraveStones;class:RenamePrompt","True","Keep","","","class:Necromental;class:GraveStones;class:RenamePrompt","OnResponse","","gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/PoisonCloud.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:PoisonCloud","True","Keep","","","class:PoisonCloud","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/SandVortex.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Elementals","Server.Mobiles","class:SandVortex;class:InternalTimer","True","Keep","","CustomTimerSubclass","class:SandVortex;class:InternalTimer","","","Mobiles root; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Mobiles/Elementals/StormCloud.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:StormCloud","True","Keep","","","class:StormCloud","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Typhoon.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:Typhoon","True","Keep","","","class:Typhoon","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/WaterWeird.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:WaterWeird","True","Keep","","","class:WaterWeird","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/AirElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:AirElemental","True","Keep","","","class:AirElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/AnyElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:AnyElemental","True","Keep","","","class:AnyElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/AnyGemElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:AnyGemElemental","True","Keep","","","class:AnyGemElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/BloodElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:BloodElemental","True","Keep","","","class:BloodElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/CinderElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:CinderElemental","True","Keep","","","class:CinderElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/DeepWaterElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:DeepWaterElemental","True","Keep","","","class:DeepWaterElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/DriftwoodElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:DriftwoodElemental","True","Keep","","","class:DriftwoodElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/DustElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:DustElemental","True","Keep","","","class:DustElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/ElectricalElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:ElectricalElemental","True","Keep","","","class:ElectricalElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/FireElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:FireElemental","True","Keep","","","class:FireElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/ForestElemental.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Elementals","Server.Mobiles","class:ForestElemental;class:ExpireTimer","True","Keep","","CustomTimerSubclass","class:ForestElemental;class:ExpireTimer","","","Mobiles root; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Mobiles/Elementals/Elementals/GraveDustElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:GraveDustElemental","True","Keep","","","class:GraveDustElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/IcebergElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:IcebergElemental","True","Keep","","","class:IcebergElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/IceElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:IceElemental","True","Keep","","","class:IceElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/KelpElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:KelpElemental","True","Keep","","","class:KelpElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/LavaElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:LavaElemental","True","Keep","","","class:LavaElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/LightningElemental.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Elementals","Server.Mobiles","class:LightningElemental;class:ExpireTimer","True","Keep","","CustomTimerSubclass","class:LightningElemental;class:ExpireTimer","","","Mobiles root; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Mobiles/Elementals/Elementals/MagmaElemental.cs","Mobiles","Persistence","StaffTooling;MobileContent","Mobiles:Elementals","Server.Mobiles","class:MagmaElemental","True","Keep","","","class:MagmaElemental","","","Mobiles root; serialization marker; staff/event tooling path marker"
"Data/Scripts/Mobiles/Elementals/Elementals/MeteorElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:MeteorElemental","True","Keep","","","class:MeteorElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/MudElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:MudElemental","True","Keep","","","class:MudElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/PoisonElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:PoisonElemental","True","Keep","","","class:PoisonElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/SeaweedElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:SeaweedElemental","True","Keep","","","class:SeaweedElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/SewageElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:SewageElemental","True","Keep","","","class:SewageElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/SnowElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:SnowElemental","True","Keep","","","class:SnowElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/SteamElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:SteamElemental","True","Keep","","","class:SteamElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/ToxicElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:ToxicElemental","True","Keep","","","class:ToxicElemental","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Elementals/Elementals/Vulcrum.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Elementals","Server.Mobiles","class:Vulcrum;class:VulcrumChest;class:ItemRemovalTimer","True","Keep","","CustomTimerSubclass","class:Vulcrum;class:VulcrumChest;class:ItemRemovalTimer","","","Mobiles root; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Mobiles/Elementals/Elementals/WaterElemental.cs","Mobiles","Persistence","MobileContent","Mobiles:Elementals","Server.Mobiles","class:WaterElemental","True","Keep","","","class:WaterElemental","","","Mobiles root; serialization marker"
